,Review #,Brand,Variety,Style,Country,Stars,Top Ten,Style_value,Style_label,Country_value,Country_label
1241,1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,,3.545138888888889,0.0,3.3848167539267022,0
1242,1338,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,,3.7004581151832467,1.0,2.9971014492753625,0
1243,1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,,3.7004581151832467,1.0,3.457043343653251,0
1244,1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75,,3.7004581151832467,1.0,3.457043343653251,0
1245,1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4,,3.7004581151832467,1.0,3.457043343653251,0
1246,1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,,3.7004581151832467,1.0,3.457043343653251,0
1247,1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,,3.7004581151832467,1.0,3.457043343653251,0
1248,1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,,3.7004581151832467,1.0,3.457043343653251,0
1249,1331,Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,,3.7004581151832467,1.0,4.067460317460317,1
1250,1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4,3.545138888888889,0.0,3.981605113636364,1
1251,1329,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,,3.4984999999999995,0.0,3.187962962962963,0
1252,1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1253,1327,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,,3.7004581151832467,1.0,3.4218934911242602,0
1254,1326,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,,3.7004581151832467,1.0,4.154193548387097,1
1255,1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,,3.4984999999999995,0.0,4.126146788990826,1
1256,1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
1257,1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,,3.7004581151832467,1.0,3.4218934911242602,0
1258,1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1
1259,1321,Takamori Kosan,Fresh Chow Mein Noodles With Seasoning,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
1260,1320,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,,3.4984999999999995,0.0,3.3848167539267022,0
1261,1319,Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25,,3.7004581151832467,1.0,4.154193548387097,1
1262,1318,Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4,,3.6706860706860707,1.0,3.981605113636364,1
1263,1317,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,,3.7004581151832467,1.0,3.665401785714286,1
1264,1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,,3.7004581151832467,1.0,3.7905537459283383,1
1265,1315,Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75,,3.7004581151832467,1.0,2.9971014492753625,0
1266,1314,Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5,,3.7004581151832467,1.0,3.7905537459283383,1
1267,1313,Healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25,,3.7004581151832467,1.0,4.067460317460317,1
1268,1312,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
1269,1311,Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4,,3.7004581151832467,1.0,4.067460317460317,1
1270,1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3,,3.545138888888889,0.0,3.457043343653251,0
1271,1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,,3.4984999999999995,0.0,3.3848167539267022,0
1272,1308,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5,2014 #9,3.7004581151832467,1.0,3.7905537459283383,1
1273,1307,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,,3.4984999999999995,0.0,3.981605113636364,1
1274,1306,Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,,3.7004581151832467,1.0,4.126146788990826,1
1275,1305,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1276,1304,Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75,,3.7004581151832467,1.0,3.8018248175182485,1
1277,1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,,3.4984999999999995,0.0,2.2439024390243905,0
1278,1302,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5,2014 #10,3.7004581151832467,1.0,3.3848167539267022,0
1279,1301,Knorr,Quick Serve Macaroni Shrimp Broth,Pack,Hong Kong,3.25,,3.7004581151832467,1.0,3.8018248175182485,1
1280,1300,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5,,3.7004581151832467,1.0,3.7905537459283383,1
1281,1299,Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1,,3.4984999999999995,0.0,2.2439024390243905,0
1282,1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,,3.6706860706860707,1.0,3.7905537459283383,1
1283,1297,GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,,3.7004581151832467,1.0,4.067460317460317,1
1284,1296,Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5,,3.7004581151832467,1.0,3.665401785714286,1
1285,1295,Wu-Mu,Steam Mushroom Flavor Ramen,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1
1286,1294,Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3,,3.4984999999999995,0.0,3.3848167539267022,0
1287,1293,Myojo,Prawn Noodles,Pack,Singapore,4.25,,3.7004581151832467,1.0,4.126146788990826,1
1288,1292,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3,,3.4984999999999995,0.0,3.2916666666666665,0
1289,1291,A-One,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,Vietnam,3.25,,3.4984999999999995,0.0,3.187962962962963,0
1290,1290,Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5,,3.545138888888889,0.0,3.7905537459283383,1
1291,1289,JML,Braised Beef Noodles,Pack,China,4,,3.7004581151832467,1.0,3.4218934911242602,0
1292,1288,Sau Tao,QQ Scallop Seafood Vermicelli,Bowl,Hong Kong,3.75,,3.6706860706860707,1.0,3.8018248175182485,1
1293,1287,Kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1
1294,1286,Batchelors,Super Noodles Roast Beef & Onion Flavour,Pack,UK,3.25,,3.7004581151832467,1.0,2.9971014492753625,0
1295,1285,Lucky Me!,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,Philippines,3.25,,3.6706860706860707,1.0,3.3297872340425534,0
1296,1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25,,3.545138888888889,0.0,3.457043343653251,0
1297,1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,,3.4984999999999995,0.0,3.7905537459283383,1
1298,1282,Koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,2.75,,3.7004581151832467,1.0,4.126146788990826,1
1299,1281,Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,,3.6706860706860707,1.0,3.981605113636364,1
1300,1280,Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1
1301,1279,Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5,,3.7004581151832467,1.0,2.9971014492753625,0
1302,1278,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,,3.7004581151832467,1.0,3.7905537459283383,1
1303,1277,Vifon,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2,,3.7004581151832467,1.0,3.187962962962963,0
1304,1276,Adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25,,3.7004581151832467,1.0,4.154193548387097,1
1305,1275,Wu-Mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1
1306,1274,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1307,1273,Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,,3.7004581151832467,1.0,2.9971014492753625,0
1308,1272,Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5,,3.7004581151832467,1.0,3.7905537459283383,1
1309,1271,Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5,2014 #8,3.7004581151832467,1.0,4.126146788990826,1
1310,1270,Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5,,3.7004581151832467,1.0,2.9971014492753625,0
1311,1269,Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5,,3.7004581151832467,1.0,3.8018248175182485,1
1312,1268,Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1
1313,1267,ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75,,3.4984999999999995,0.0,4.067460317460317,1
1314,1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,,3.4984999999999995,0.0,4.067460317460317,1
1315,1265,ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75,,3.4984999999999995,0.0,4.067460317460317,1
1316,1264,ABC,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,Indonesia,4.25,,3.4984999999999995,0.0,4.067460317460317,1
1317,1263,Nissin,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Cup,Japan,4.25,,3.4984999999999995,0.0,3.981605113636364,1
1318,1262,ABC,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,Indonesia,3.75,,3.4984999999999995,0.0,4.067460317460317,1
1319,1261,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,,3.4984999999999995,0.0,4.067460317460317,1
1320,1260,ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5,,3.7004581151832467,1.0,4.067460317460317,1
1321,1259,Eat & Go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75,,3.4984999999999995,0.0,4.067460317460317,1
1322,1258,President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5,,3.7004581151832467,1.0,4.067460317460317,1
1323,1257,ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4,,3.4984999999999995,0.0,4.067460317460317,1
1324,1256,Eat & Go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25,,3.4984999999999995,0.0,4.067460317460317,1
1325,1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,,3.4984999999999995,0.0,3.3848167539267022,0
1326,1254,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75,,3.6706860706860707,1.0,3.8018248175182485,1
1327,1253,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,,3.545138888888889,0.0,3.457043343653251,0
1328,1252,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,,3.7004581151832467,1.0,2.9971014492753625,0
1329,1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
1330,1250,Samyang Foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,South Korea,3.75,,3.6706860706860707,1.0,3.7905537459283383,1
1331,1249,Nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,2.75,,3.4984999999999995,0.0,3.2916666666666665,0
1332,1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1
1333,1247,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
1334,1246,Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,USA,4,,3.7004581151832467,1.0,3.457043343653251,0
1335,1245,Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5,,3.7004581151832467,1.0,3.8018248175182485,1
1336,1244,Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75,,3.7004581151832467,1.0,3.4218934911242602,0
1337,1243,Nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,Hong Kong,1.75,,3.7004581151832467,1.0,3.8018248175182485,1
1338,1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,USA,4,,3.545138888888889,0.0,3.457043343653251,0
1339,1241,Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
1340,1240,Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1
1341,1239,SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4,,3.7004581151832467,1.0,4.067460317460317,1
1342,1238,Sapporo Ichiban,Sesame Ramen,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1
1343,1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
1344,1236,Emart,Dare You Habanero Ramyun,Cup,South Korea,3.25,,3.4984999999999995,0.0,3.7905537459283383,1
1345,1235,Nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,Hong Kong,3.75,,3.7004581151832467,1.0,3.8018248175182485,1
1346,1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,,3.7004581151832467,1.0,2.9971014492753625,0
1347,1233,Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25,,3.7004581151832467,1.0,3.2916666666666665,0
1348,1232,GaGa,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,Indonesia,3.25,,3.7004581151832467,1.0,4.067460317460317,1
1349,1231,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1350,1230,Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1
1351,1229,Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5,,3.7004581151832467,1.0,3.981605113636364,1
1352,1228,Maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
1353,1227,Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,,3.6706860706860707,1.0,2.2439024390243905,0
1354,1226,Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,,3.6706860706860707,1.0,3.4218934911242602,0
1355,1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,,3.545138888888889,0.0,3.457043343653251,0
1356,1224,HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1
1357,1223,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,,3.7004581151832467,1.0,4.154193548387097,1
1358,1222,Nissin,Soba Classic Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,,3.4984999999999995,0.0,3.638888888888889,0
1359,1221,ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5,,3.7004581151832467,1.0,4.067460317460317,1
1360,1220,Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3,,3.4984999999999995,0.0,3.981605113636364,1
1361,1219,Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5,,3.7004581151832467,1.0,3.981605113636364,1
1362,1218,Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,,3.7004581151832467,1.0,3.4218934911242602,0
1363,1217,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,,3.4984999999999995,0.0,3.8018248175182485,1
1364,1216,Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1,,3.7004581151832467,1.0,2.9971014492753625,0
1365,1215,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,,3.4984999999999995,0.0,4.067460317460317,1
1366,1214,Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5,,3.4984999999999995,0.0,4.067460317460317,1
1367,1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,,3.545138888888889,0.0,3.4218934911242602,0
1368,1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
1369,1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,,3.6706860706860707,1.0,3.8018248175182485,1
1370,1210,A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1
1371,1209,Batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25,,3.7004581151832467,1.0,2.9971014492753625,0
1372,1208,Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5,,3.7004581151832467,1.0,3.4218934911242602,0
1373,1207,Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
1374,1206,China Best,Frozen Satay Sauce Noodle,Pack,Taiwan,1,,3.7004581151832467,1.0,3.665401785714286,1
1375,1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
1376,1204,Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5,,3.4984999999999995,0.0,3.2916666666666665,0
1377,1203,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,,3.7004581151832467,1.0,4.067460317460317,1
1378,1202,Sugakiya Foods,Udon Miso Stew,Pack,Japan,3.25,,3.7004581151832467,1.0,3.981605113636364,1
1379,1201,A-Sha Dry Noodle,Instant Noodle Curry Flavour,Pack,Taiwan,4.25,,3.7004581151832467,1.0,3.665401785714286,1
1380,1200,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
1381,1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,,3.7004581151832467,1.0,3.3848167539267022,0
1382,1198,Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5,2014 #5,3.7004581151832467,1.0,3.7905537459283383,1
1383,1197,Nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5,,3.4984999999999995,0.0,3.981605113636364,1
1384,1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5,,3.6706860706860707,1.0,3.457043343653251,0
1385,1195,Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5,,3.7004581151832467,1.0,4.154193548387097,1
1386,1194,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4,,3.6706860706860707,1.0,3.7905537459283383,1
1387,1193,Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,,3.4984999999999995,0.0,3.638888888888889,0
1388,1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1389,1191,GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4,,3.7004581151832467,1.0,4.067460317460317,1
1390,1190,Sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,Japan,3.75,,3.6706860706860707,1.0,3.981605113636364,1
1391,1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
1392,1188,Chencun,Braised Pork Ribs,Cup,China,3,,3.4984999999999995,0.0,3.4218934911242602,0
1393,1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,,3.4984999999999995,0.0,3.7905537459283383,1
1394,1186,Nissin,Sabor A Carne Sopa Instantánea Con Fideos,Pack,Colombia,3.75,,3.7004581151832467,1.0,3.2916666666666665,0
1395,1185,Sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25,,3.7004581151832467,1.0,2.9971014492753625,0
1396,1184,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,,3.4984999999999995,0.0,3.981605113636364,1
1397,1183,Paldo,Cheese Noodle,Pack,South Korea,5,2014 #6,3.7004581151832467,1.0,3.7905537459283383,1
1398,1182,Ko-Lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75,,3.7004581151832467,1.0,2.9971014492753625,0
1399,1181,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1
1400,1180,Wei Lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
1401,1179,Myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25,,3.7004581151832467,1.0,3.981605113636364,1
1402,1178,Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,USA,5,,3.4984999999999995,0.0,3.457043343653251,0
1403,1177,ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4,,3.7004581151832467,1.0,4.067460317460317,1
1404,1176,Maruchan,Old Style Shio Ramen,Pack,Japan,3.5,,3.7004581151832467,1.0,3.981605113636364,1
1405,1175,Healtimie,Green Barley Noodle Milk Chicken Soup,Pack,Indonesia,4.25,,3.7004581151832467,1.0,4.067460317460317,1
1406,1174,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
1407,1173,Pop Bihun,Spesial Goreng Special,Pack,Indonesia,3.5,,3.7004581151832467,1.0,4.067460317460317,1
1408,1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,USA,2.75,,3.7004581151832467,1.0,3.457043343653251,0
1409,1171,Tiger Tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3,,3.7004581151832467,1.0,2.9971014492753625,0
1410,1170,Acecook,Jan Jan Yakisoba,Cup,Japan,3.75,,3.4984999999999995,0.0,3.981605113636364,1
1411,1169,Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75,,3.4984999999999995,0.0,2.2439024390243905,0
1412,1168,Nissin,Donbei Curry Udon (West Japanese),Bowl,Japan,3.25,,3.6706860706860707,1.0,3.981605113636364,1
1413,1167,Kabuto Noodles,Miso Ramen,Cup,UK,3.75,,3.4984999999999995,0.0,2.9971014492753625,0
1414,1166,Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5,,3.6706860706860707,1.0,3.665401785714286,1
1415,1165,Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,USA,3.75,,3.545138888888889,0.0,3.457043343653251,0
1416,1164,Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2,,3.6706860706860707,1.0,2.2439024390243905,0
1417,1163,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,,3.7004581151832467,1.0,3.4218934911242602,0
1418,1162,Nissin,Chanpon Ramen,Pack,Japan,4.75,,3.7004581151832467,1.0,3.981605113636364,1
1419,1161,GaGa,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75,,3.7004581151832467,1.0,4.067460317460317,1
1420,1160,Samyang Foods,Chacharoni,Pack,South Korea,3.75,,3.7004581151832467,1.0,3.7905537459283383,1
1421,1159,Peyang,Yakisoba,Tray,Japan,5,,3.545138888888889,0.0,3.981605113636364,1
1422,1158,Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4,,3.6706860706860707,1.0,3.8018248175182485,1
1423,1157,Golden Wonder,The Nation's Noodle Beef & Tomato Flavour,Cup,UK,4.25,,3.4984999999999995,0.0,2.9971014492753625,0
1424,1156,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,,3.7004581151832467,1.0,3.187962962962963,0
1425,1155,Komforte Chockolates,Savory Ramen ,Bar,USA,5,,5.0,1.0,3.457043343653251,0
1426,1154,Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5,,3.7004581151832467,1.0,3.4218934911242602,0
1427,1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1
1428,1152,Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
1429,1151,Asian Thai Foods,Fatafat Vegetable Flavor,Pack,Nepal,3.75,,3.7004581151832467,1.0,3.5535714285714284,0
1430,1150,Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1431,1149,Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1432,1148,Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1433,1147,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1434,1146,Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1435,1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,,3.7004581151832467,1.0,3.5535714285714284,0
1436,1144,Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5,,3.7004581151832467,1.0,3.5535714285714284,0
1437,1143,Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25,,3.7004581151832467,1.0,3.5535714285714284,0
